x               rho            P              T              ur             uphi           uz             Br             Bphi           Bz
0.010000        1.00000        1.00001        1.00002        0.99994        1.00000       -0.00998       -0.01000       -0.01000       -0.01000
0.010163        0.99999        1.00001        1.00002        0.99994        1.00000       -0.01014       -0.01016       -0.01016       -0.01016
0.010328        0.99998        1.00000        1.00002        0.99995        1.00000       -0.01031       -0.01033       -0.01033       -0.01033
0.010496        0.99997        0.99999        1.00002        0.99995        1.00000       -0.01048       -0.01050       -0.01050       -0.01050
0.010667        0.99996        0.99998        1.00002        0.99996        1.00000       -0.01065       -0.01067       -0.01067       -0.01067
0.010840        0.99994        0.99996        1.00002        0.99997        1.00000       -0.01082       -0.01084       -0.01084       -0.01084
0.011016        0.99993        0.99995        1.00002        0.99997        1.00000       -0.01100       -0.01102       -0.01102       -0.01102
0.011196        0.99992        0.99994        1.00002        0.99998        1.00000       -0.01118       -0.01120       -0.01120       -0.01120
0.011378        0.99991        0.99993        1.00002        0.99998        1.00000       -0.01136       -0.01138       -0.01138       -0.01138
0.011563        0.99989        0.99992        1.00002        0.99999        0.99999       -0.01154       -0.01156       -0.01156       -0.01156
0.011751        0.99988        0.99990        1.00003        1.00000        0.99999       -0.01173       -0.01175       -0.01175       -0.01175
0.011942        0.99987        0.99989        1.00003        1.00001        0.99999       -0.01192       -0.01194       -0.01194       -0.01194
0.012136        0.99985        0.99988        1.00003        1.00001        0.99999       -0.01212       -0.01214       -0.01214       -0.01214
0.012334        0.99984        0.99987        1.00003        1.00002        0.99999       -0.01231       -0.01233       -0.01233       -0.01233
0.012534        0.99982        0.99985        1.00003        1.00003        0.99999       -0.01251       -0.01253       -0.01253       -0.01253
0.012738        0.99981        0.99984        1.00003        1.00003        0.99999       -0.01272       -0.01274       -0.01274       -0.01274
0.012945        0.99980        0.99983        1.00003        1.00004        0.99999       -0.01292       -0.01294       -0.01294       -0.01294
0.013156        0.99978        0.99981        1.00003        1.00005        0.99999       -0.01313       -0.01316       -0.01316       -0.01316
0.013370        0.99977        0.99980        1.00003        1.00006        0.99999       -0.01335       -0.01337       -0.01337       -0.01337
0.013587        0.99975        0.99978        1.00003        1.00006        0.99999       -0.01357       -0.01359       -0.01359       -0.01359
0.013808        0.99974        0.99977        1.00004        1.00007        0.99999       -0.01379       -0.01381       -0.01381       -0.01381
0.014033        0.99972        0.99976        1.00004        1.00008        0.99999       -0.01401       -0.01403       -0.01403       -0.01403
0.014261        0.99970        0.99974        1.00004        1.00009        0.99999       -0.01424       -0.01426       -0.01426       -0.01426
0.014493        0.99969        0.99973        1.00004        1.00010        0.99999       -0.01447       -0.01449       -0.01449       -0.01449
0.014729        0.99967        0.99971        1.00004        1.00011        0.99999       -0.01471       -0.01473       -0.01473       -0.01473
0.014968        0.99965        0.99969        1.00004        1.00011        0.99999       -0.01494       -0.01497       -0.01497       -0.01497
0.015212        0.99964        0.99968        1.00004        1.00012        0.99998       -0.01519       -0.01521       -0.01521       -0.01521
0.015459        0.99962        0.99966        1.00004        1.00013        0.99998       -0.01544       -0.01546       -0.01546       -0.01546
0.015711        0.99960        0.99965        1.00004        1.00014        0.99998       -0.01569       -0.01571       -0.01571       -0.01571
0.015966        0.99958        0.99963        1.00005        1.00015        0.99998       -0.01594       -0.01597       -0.01597       -0.01597
0.016226        0.99956        0.99961        1.00005        1.00016        0.99998       -0.01620       -0.01622       -0.01622       -0.01622
0.016490        0.99955        0.99959        1.00005        1.00017        0.99998       -0.01646       -0.01649       -0.01649       -0.01649
0.016758        0.99953        0.99958        1.00005        1.00018        0.99998       -0.01673       -0.01676       -0.01676       -0.01676
0.017031        0.99951        0.99956        1.00005        1.00019        0.99998       -0.01700       -0.01703       -0.01703       -0.01703
0.017308        0.99949        0.99954        1.00005        1.00020        0.99998       -0.01728       -0.01731       -0.01731       -0.01731
0.017589        0.99947        0.99952        1.00005        1.00021        0.99998       -0.01756       -0.01759       -0.01759       -0.01759
0.017875        0.99945        0.99950        1.00006        1.00022        0.99998       -0.01785       -0.01787       -0.01787       -0.01787
0.018166        0.99943        0.99948        1.00006        1.00023        0.99998       -0.01814       -0.01816       -0.01816       -0.01816
0.018461        0.99941        0.99947        1.00006        1.00024        0.99997       -0.01843       -0.01846       -0.01846       -0.01846
0.018762        0.99939        0.99945        1.00006        1.00025        0.99997       -0.01873       -0.01876       -0.01876       -0.01876
0.019067        0.99936        0.99943        1.00006        1.00026        0.99997       -0.01904       -0.01907       -0.01907       -0.01907
0.019377        0.99934        0.99941        1.00006        1.00027        0.99997       -0.01935       -0.01938       -0.01938       -0.01938
0.019692        0.99932        0.99938        1.00006        1.00028        0.99997       -0.01966       -0.01969       -0.01969       -0.01969
0.020012        0.99930        0.99936        1.00007        1.00030        0.99997       -0.01998       -0.02001       -0.02001       -0.02001
0.020338        0.99926        0.99933        1.00007        1.00031        0.99997       -0.02031       -0.02034       -0.02034       -0.02034
0.020669        0.99922        0.99929        1.00007        1.00034        0.99997       -0.02064       -0.02067       -0.02067       -0.02067
0.021005        0.99918        0.99925        1.00007        1.00036        0.99997       -0.02098       -0.02100       -0.02100       -0.02100
0.021347        0.99914        0.99921        1.00008        1.00038        0.99996       -0.02132       -0.02134       -0.02134       -0.02134
0.021694        0.99909        0.99917        1.00008        1.00040        0.99996       -0.02167       -0.02169       -0.02169       -0.02169
0.022047        0.99905        0.99913        1.00008        1.00043        0.99996       -0.02202       -0.02204       -0.02204       -0.02204
0.022405        0.99901        0.99909        1.00008        1.00045        0.99996       -0.02238       -0.02240       -0.02240       -0.02240
0.022770        0.99896        0.99905        1.00009        1.00047        0.99996       -0.02274       -0.02277       -0.02277       -0.02277
0.023140        0.99891        0.99901        1.00009        1.00050        0.99995       -0.02311       -0.02314       -0.02314       -0.02314
0.023516        0.99887        0.99896        1.00009        1.00052        0.99995       -0.02349       -0.02351       -0.02351       -0.02351
0.023899        0.99882        0.99892        1.00010        1.00055        0.99995       -0.02387       -0.02389       -0.02389       -0.02389
0.024288        0.99877        0.99887        1.00010        1.00057        0.99995       -0.02426       -0.02428       -0.02428       -0.02428
0.024683        0.99872        0.99883        1.00010        1.00060        0.99995       -0.02466       -0.02468       -0.02468       -0.02468
0.025084        0.99867        0.99878        1.00011        1.00062        0.99994       -0.02506       -0.02508       -0.02508       -0.02508
0.025492        0.99862        0.99873        1.00011        1.00065        0.99994       -0.02547       -0.02549       -0.02549       -0.02549
0.025907        0.99857        0.99868        1.00011        1.00068        0.99994       -0.02588       -0.02590       -0.02590       -0.02590
0.026328        0.99852        0.99864        1.00012        1.00071        0.99994       -0.02630       -0.02632       -0.02632       -0.02632
0.026756        0.99847        0.99859        1.00012        1.00073        0.99994       -0.02673       -0.02675       -0.02675       -0.02675
0.027192        0.99841        0.99854        1.00012        1.00076        0.99993       -0.02717       -0.02719       -0.02719       -0.02719
0.027634        0.99836        0.99848        1.00013        1.00079        0.99993       -0.02761       -0.02763       -0.02763       -0.02763
0.028083        0.99830        0.99843        1.00013        1.00082        0.99993       -0.02806       -0.02808       -0.02808       -0.02808
0.028540        0.99824        0.99838        1.00013        1.00085        0.99993       -0.02852       -0.02853       -0.02853       -0.02853
0.029004        0.99819        0.99833        1.00014        1.00088        0.99992       -0.02898       -0.02900       -0.02900       -0.02900
0.029476        0.99813        0.99827        1.00014        1.00091        0.99992       -0.02945       -0.02947       -0.02947       -0.02947
0.029955        0.99807        0.99821        1.00015        1.00094        0.99992       -0.02993       -0.02995       -0.02995       -0.02995
0.030443        0.99799        0.99814        1.00015        1.00098        0.99992       -0.03042       -0.03043       -0.03043       -0.03043
0.030938        0.99791        0.99806        1.00016        1.00103        0.99991       -0.03092       -0.03093       -0.03093       -0.03093
0.031441        0.99782        0.99798        1.00016        1.00107        0.99991       -0.03142       -0.03143       -0.03143       -0.03143
0.031952        0.99773        0.99790        1.00017        1.00112        0.99991       -0.03193       -0.03194       -0.03194       -0.03194
0.032472        0.99764        0.99781        1.00017        1.00117        0.99990       -0.03245       -0.03246       -0.03246       -0.03246
0.033000        0.99755        0.99773        1.00018        1.00122        0.99990       -0.03298       -0.03299       -0.03299       -0.03299
0.033537        0.99745        0.99764        1.00019        1.00127        0.99989       -0.03352       -0.03353       -0.03353       -0.03353
0.034083        0.99736        0.99755        1.00019        1.00132        0.99989       -0.03407       -0.03407       -0.03407       -0.03407
0.034637        0.99726        0.99746        1.00020        1.00137        0.99989       -0.03463       -0.03462       -0.03462       -0.03462
0.035200        0.99717        0.99737        1.00021        1.00142        0.99988       -0.03519       -0.03519       -0.03519       -0.03519
0.035773        0.99707        0.99728        1.00021        1.00147        0.99988       -0.03577       -0.03576       -0.03576       -0.03576
0.036355        0.99696        0.99718        1.00022        1.00152        0.99987       -0.03635       -0.03634       -0.03634       -0.03634
0.036946        0.99686        0.99709        1.00023        1.00158        0.99987       -0.03694       -0.03693       -0.03693       -0.03693
0.037547        0.99676        0.99699        1.00023        1.00163        0.99987       -0.03754       -0.03753       -0.03753       -0.03753
0.038158        0.99665        0.99689        1.00024        1.00169        0.99986       -0.03816       -0.03814       -0.03814       -0.03814
0.038778        0.99654        0.99679        1.00025        1.00175        0.99986       -0.03878       -0.03876       -0.03876       -0.03876
0.039409        0.99643        0.99669        1.00025        1.00180        0.99985       -0.03941       -0.03939       -0.03939       -0.03939
0.040050        0.99632        0.99658        1.00026        1.00186        0.99985       -0.04005       -0.04003       -0.04003       -0.04003
0.040701        0.99618        0.99645        1.00027        1.00194        0.99984       -0.04071       -0.04068       -0.04068       -0.04068
0.041363        0.99603        0.99631        1.00028        1.00202        0.99984       -0.04138       -0.04134       -0.04134       -0.04134
0.042036        0.99588        0.99617        1.00029        1.00210        0.99983       -0.04205       -0.04201       -0.04201       -0.04201
0.042720        0.99573        0.99603        1.00030        1.00218        0.99982       -0.04274       -0.04270       -0.04270       -0.04270
0.043415        0.99558        0.99588        1.00031        1.00226        0.99982       -0.04344       -0.04339       -0.04339       -0.04339
0.044121        0.99542        0.99574        1.00032        1.00234        0.99981       -0.04415       -0.04409       -0.04409       -0.04409
0.044839        0.99526        0.99559        1.00033        1.00242        0.99980       -0.04487       -0.04481       -0.04481       -0.04481
0.045568        0.99510        0.99543        1.00034        1.00251        0.99980       -0.04561       -0.04554       -0.04554       -0.04554
0.046309        0.99493        0.99528        1.00035        1.00260        0.99979       -0.04635       -0.04628       -0.04628       -0.04628
0.047062        0.99476        0.99512        1.00036        1.00269        0.99978       -0.04711       -0.04703       -0.04703       -0.04703
0.047828        0.99459        0.99496        1.00037        1.00278        0.99978       -0.04788       -0.04779       -0.04779       -0.04779
0.048606        0.99442        0.99480        1.00039        1.00287        0.99977       -0.04866       -0.04857       -0.04857       -0.04857
0.049396        0.99424        0.99464        1.00040        1.00296        0.99976       -0.04946       -0.04936       -0.04936       -0.04936
0.050200        0.99406        0.99446        1.00041        1.00306        0.99975       -0.05027       -0.05016       -0.05016       -0.05016
0.051016        0.99384        0.99426        1.00042        1.00317        0.99974       -0.05109       -0.05097       -0.05097       -0.05097
0.051846        0.99361        0.99405        1.00044        1.00329        0.99973       -0.05193       -0.05180       -0.05180       -0.05180
0.052689        0.99338        0.99383        1.00045        1.00341        0.99973       -0.05278       -0.05264       -0.05264       -0.05264
0.053546        0.99315        0.99361        1.00047        1.00354        0.99972       -0.05364       -0.05350       -0.05350       -0.05350
0.054417        0.99291        0.99339        1.00049        1.00366        0.99971       -0.05452       -0.05436       -0.05436       -0.05436
0.055302        0.99267        0.99317        1.00050        1.00379        0.99970       -0.05542       -0.05525       -0.05525       -0.05525
0.056202        0.99242        0.99294        1.00052        1.00392        0.99969       -0.05633       -0.05614       -0.05614       -0.05614
0.057116        0.99217        0.99270        1.00053        1.00405        0.99967       -0.05725       -0.05706       -0.05706       -0.05706
0.058045        0.99192        0.99247        1.00055        1.00418        0.99966       -0.05819       -0.05798       -0.05798       -0.05798
0.058989        0.99166        0.99223        1.00057        1.00432        0.99965       -0.05914       -0.05892       -0.05892       -0.05892
0.059948        0.99140        0.99198        1.00058        1.00446        0.99964       -0.06011       -0.05988       -0.05988       -0.05988
0.060923        0.99110        0.99170        1.00060        1.00462        0.99963       -0.06110       -0.06085       -0.06085       -0.06085
0.061914        0.99078        0.99140        1.00063        1.00478        0.99962       -0.06210       -0.06184       -0.06184       -0.06184
0.062921        0.99046        0.99110        1.00065        1.00495        0.99960       -0.06313       -0.06284       -0.06284       -0.06284
0.063945        0.99013        0.99079        1.00067        1.00513        0.99959       -0.06416       -0.06386       -0.06386       -0.06386
0.064985        0.98979        0.99048        1.00069        1.00530        0.99958       -0.06522       -0.06489       -0.06489       -0.06489
0.066042        0.98945        0.99016        1.00071        1.00548        0.99956       -0.06629       -0.06595       -0.06595       -0.06595
0.067116        0.98911        0.98984        1.00074        1.00566        0.99955       -0.06738       -0.06702       -0.06702       -0.06702
0.068208        0.98876        0.98951        1.00076        1.00585        0.99953       -0.06849       -0.06810       -0.06810       -0.06810
0.069317        0.98840        0.98917        1.00078        1.00604        0.99952       -0.06961       -0.06921       -0.06921       -0.06921
0.070445        0.98802        0.98882        1.00081        1.00624        0.99950       -0.07076       -0.07033       -0.07033       -0.07033
0.071590        0.98760        0.98842        1.00084        1.00646        0.99948       -0.07193       -0.07147       -0.07147       -0.07147
0.072755        0.98717        0.98802        1.00086        1.00669        0.99946       -0.07312       -0.07263       -0.07263       -0.07263
0.073938        0.98673        0.98761        1.00089        1.00692        0.99945       -0.07432       -0.07380       -0.07380       -0.07380
0.075141        0.98628        0.98719        1.00092        1.00715        0.99943       -0.07555       -0.07500       -0.07500       -0.07500
0.076363        0.98583        0.98677        1.00095        1.00739        0.99941       -0.07680       -0.07622       -0.07622       -0.07622
0.077605        0.98537        0.98634        1.00098        1.00763        0.99939       -0.07806       -0.07745       -0.07745       -0.07745
0.078867        0.98490        0.98590        1.00101        1.00788        0.99937       -0.07935       -0.07871       -0.07871       -0.07871
0.080150        0.98442        0.98545        1.00105        1.00813        0.99935       -0.08066       -0.07998       -0.07998       -0.07998
0.081454        0.98388        0.98494        1.00108        1.00842        0.99933       -0.08200       -0.08128       -0.08128       -0.08128
0.082779        0.98332        0.98442        1.00112        1.00871        0.99930       -0.08336       -0.08259       -0.08259       -0.08259
0.084125        0.98276        0.98390        1.00116        1.00901        0.99928       -0.08474       -0.08393       -0.08393       -0.08393
0.085493        0.98219        0.98336        1.00119        1.00931        0.99925       -0.08614       -0.08528       -0.08528       -0.08528
0.086884        0.98160        0.98281        1.00123        1.00962        0.99923       -0.08757       -0.08667       -0.08667       -0.08667
0.088297        0.98101        0.98226        1.00127        1.00993        0.99920       -0.08902       -0.08807       -0.08807       -0.08807
0.089733        0.98041        0.98170        1.00131        1.01025        0.99918       -0.09049       -0.08949       -0.08949       -0.08949
0.091193        0.97974        0.98107        1.00136        1.01059        0.99915       -0.09200       -0.09094       -0.09094       -0.09094
0.092676        0.97905        0.98042        1.00140        1.01096        0.99912       -0.09353       -0.09241       -0.09241       -0.09241
0.094183        0.97835        0.97976        1.00145        1.01133        0.99909       -0.09509       -0.09390       -0.09390       -0.09390
0.095715        0.97763        0.97909        1.00150        1.01171        0.99906       -0.09667       -0.09542       -0.09542       -0.09542
0.097272        0.97690        0.97841        1.00155        1.01209        0.99903       -0.09828       -0.09696       -0.09696       -0.09696
0.098854        0.97616        0.97772        1.00160        1.01248        0.99900       -0.09991       -0.09853       -0.09853       -0.09853
0.100462        0.97539        0.97700        1.00165        1.01289        0.99896       -0.10158       -0.10012       -0.10012       -0.10012
0.102096        0.97455        0.97621        1.00170        1.01333        0.99893       -0.10328       -0.10174       -0.10174       -0.10174
0.103757        0.97369        0.97540        1.00176        1.01378        0.99889       -0.10501       -0.10338       -0.10338       -0.10338
0.105444        0.97282        0.97459        1.00182        1.01424        0.99885       -0.10676       -0.10505       -0.10505       -0.10505
0.107159        0.97193        0.97376        1.00188        1.01470        0.99881       -0.10855       -0.10674       -0.10674       -0.10674
0.108902        0.97104        0.97292        1.00194        1.01517        0.99877       -0.11036       -0.10847       -0.10847       -0.10847
0.110674        0.97009        0.97203        1.00200        1.01567        0.99873       -0.11221       -0.11022       -0.11022       -0.11022
0.112474        0.96908        0.97108        1.00207        1.01620        0.99869       -0.11410       -0.11199       -0.11199       -0.11199
0.114303        0.96805        0.97011        1.00214        1.01674        0.99864       -0.11602       -0.11380       -0.11380       -0.11380
0.116162        0.96700        0.96913        1.00221        1.01729        0.99860       -0.11797       -0.11563       -0.11563       -0.11563
0.118052        0.96593        0.96813        1.00228        1.01785        0.99855       -0.11995       -0.11749       -0.11749       -0.11749
0.119972        0.96485        0.96712        1.00235        1.01842        0.99850       -0.12197       -0.11939       -0.11939       -0.11939
0.121923        0.96366        0.96600        1.00243        1.01905        0.99845       -0.12403       -0.12131       -0.12131       -0.12131
0.123906        0.96245        0.96487        1.00251        1.01968        0.99839       -0.12613       -0.12326       -0.12326       -0.12326
0.125922        0.96121        0.96371        1.00260        1.02033        0.99834       -0.12826       -0.12524       -0.12524       -0.12524
0.127970        0.95996        0.96253        1.00268        1.02099        0.99828       -0.13043       -0.12725       -0.12725       -0.12725
0.130051        0.95869        0.96134        1.00277        1.02165        0.99823       -0.13263       -0.12930       -0.12930       -0.12930
0.132166        0.95729        0.96003        1.00286        1.02238        0.99816       -0.13489       -0.13138       -0.13138       -0.13138
0.134316        0.95587        0.95870        1.00296        1.02313        0.99810       -0.13719       -0.13348       -0.13348       -0.13348
0.136501        0.95443        0.95735        1.00306        1.02388        0.99804       -0.13952       -0.13563       -0.13563       -0.13563
0.138721        0.95297        0.95597        1.00315        1.02465        0.99797       -0.14189       -0.13780       -0.13780       -0.13780
0.140977        0.95144        0.95454        1.00326        1.02545        0.99790       -0.14431       -0.14001       -0.14001       -0.14001
0.143270        0.94982        0.95302        1.00337        1.02629        0.99783       -0.14678       -0.14226       -0.14226       -0.14226
0.145601        0.94817        0.95147        1.00348        1.02715        0.99775       -0.14930       -0.14453       -0.14453       -0.14453
0.147969        0.94650        0.94990        1.00359        1.02803        0.99767       -0.15185       -0.14685       -0.14685       -0.14685
